order_id,date,product,category,purchase_price,sale_price,profit,quantity,order_status,delivery_date,delivery_time_(days),delivery_cost,revenue,salesperson,customer_name,gender,age,age_group,state,country
1034,2022-03-10,Jeans,Clothing,40,51,171,16,Delivered,2022-03-17,7,5,176,Emily Lizz,Ashley Savage,Male,29,Young,Chicago,United States
1035,2022-09-28,Watch,Accessories,83,101,32,2,Delivered,2022-10-01,3,4,36,Lisa Rizi,Lauren Parsons,Male,45,Middle Age,Los Angeles,United States
1036,2022-10-01,Laptop,Electronics,92,109,218,13,Delivered,2022-10-07,6,3,221,Chris Jordan,Nicholas Sullivan,Male,20,Young,Atlanta,United States
1037,2022-03-29,Sneakers,Footwear,91,108,472,28,Delivered,2022-04-05,7,4,476,Emily Lizz,Gary Carr,Male,42,Middle Age,"Washington, D.C.",United States
1038,2022-09-03,Sandles,Footwear,63,90,131,5,Delivered,2022-09-09,2,4,135,David Willy,Richard Carlson,Male,37,Middle Age,"Washington, D.C.",United States
1039,2022-11-17,Laptop,Electronics,36,76,116,3,Delivered,2022-11-23,6,4,120,Lisa Rizi,Bruce Smith,Male,34,Middle Age,Seattle,United States
1040,2022-03-30,Watch,Accessories,26,57,618,20,Delivered,2022-04-02,3,2,620,Chris Jordan,Chase Evans,Male,37,Middle Age,Seattle,United States
1041,2022-02-17,Sneakers,Footwear,37,73,1580,44,Delivered,2022-02-22,5,4,1584,Arnold Fazer,David Elliott,Male,50,Middle Age,Chicago,United States
1042,2022-07-23,Refrigerator,Appliances,35,60,1097,44,Delivered,2022-07-26,3,3,1100,Arnold Fazer,Mark Mcguire,Male,46,Middle Age,Miami,United States
1043,2022-04-13,Refrigerator,Appliances,94,117,964,42,Delivered,2022-04-15,2,2,966,David Willy,Sara Diaz,Male,65,Senior,Los Angeles,United States
1044,2022-04-30,Smartphone,Electronics,42,78,139,4,Delivered,2022-05-03,3,5,144,Lisa Rizi,Allen Fisher,Male,35,Middle Age,Miami,United States
1045,2022-12-18,Sneakers,Footwear,72,90,322,18,Delivered,2022-12-19,1,2,324,David Willy,Timothy Brown,Male,28,Young,Houston,United States
1046,2022-09-14,Sneakers,Footwear,86,111,820,33,Delivered,2022-09-18,4,5,825,Lisa Rizi,Justin Stevens,Male,62,Senior,Houston,United States
1047,2022-07-08,Smartphone,Electronics,96,125,780,27,Delivered,2022-07-15,7,3,783,Arnold Fazer,Kristen Ferguson,Male,23,Young,Chicago,United States
1048,2022-11-19,Sandles,Footwear,93,105,511,43,Delivered,2022-11-25,2,5,516,Arnold Fazer,Erica Jimenez,Male,46,Middle Age,San Francisco,United States
1049,2022-02-25,Refrigerator,Appliances,23,46,825,36,Delivered,2022-03-02,5,3,828,Lisa Rizi,David Turner,Male,19,Young,Seattle,United States
1050,2022-01-18,Refrigerator,Appliances,92,122,295,10,Delivered,2022-01-23,5,5,300,David Willy,Jennifer Martinez,Male,25,Young,Boston,United States
1051,2022-05-05,T-shirt,Clothing,99,109,128,13,Delivered,2022-05-06,1,2,130,Arnold Fazer,Nicholas Kelley,Male,17,Young,Houston,United States
1052,2022-08-02,Sandles,Footwear,93,121,222,8,Delivered,2022-08-05,3,2,224,Lisa Rizi,Morgan Campbell,Male,57,Senior,San Francisco,United States
1053,2022-09-03,TV,Electronics,23,44,1003,48,Delivered,2022-09-06,3,5,1008,Chris Jordan,Andrea Ballard,Male,18,Young,Los Angeles,United States
1054,2022-11-17,Smartphone,Electronics,72,102,1315,44,Delivered,2022-11-21,4,5,1320,Arnold Fazer,Mark Gibson,Male,59,Senior,Houston,United States
1055,2022-04-27,Laptop,Electronics,20,30,308,31,Delivered,2022-04-30,3,2,310,Arnold Fazer,Nicole George,Male,48,Middle Age,"Washington, D.C.",United States
1056,2022-01-10,TV,Electronics,47,62,521,35,Delivered,2022-01-14,4,4,525,Arnold Fazer,James Johnson,Male,44,Middle Age,Los Angeles,United States
1057,2022-05-13,Smartphone,Electronics,64,74,198,20,Delivered,2022-05-20,7,2,200,Arnold Fazer,Alexander Cole,Male,17,Young,Seattle,United States
1058,2022-03-11,TV,Electronics,68,106,1670,44,Delivered,2022-03-14,3,2,1672,Chris Jordan,Jerome Acosta,Male,57,Senior,Houston,United States
1059,2022-07-12,Sneakers,Footwear,58,93,837,24,Delivered,2022-07-15,3,3,840,Arnold Fazer,Danielle Gray,Male,45,Middle Age,Los Angeles,United States
1060,2022-08-27,Smartphone,Electronics,29,44,476,32,Delivered,2022-09-03,7,4,480,Chris Jordan,Tina Thomas,Male,62,Senior,Chicago,United States
1061,2022-07-21,T-shirt,Clothing,94,125,429,14,Delivered,2022-07-23,1,5,434,Lisa Rizi,Andrew Kim,Male,24,Young,Houston,United States
1062,2022-05-15,Laptop,Electronics,54,71,677,40,Delivered,2022-05-22,7,3,680,Emily Lizz,Dr. Kelly Cooper DDS,Male,35,Middle Age,Miami,United States
1063,2022-06-07,Smartphone,Electronics,75,93,878,49,Delivered,2022-06-10,3,4,882,David Willy,Tammy Marsh,Male,19,Young,Boston,United States
1064,2022-02-15,Sandles,Footwear,89,110,19,1,Delivered,2022-02-17,2,2,21,David Willy,Nathan Chen,Male,28,Young,Chicago,United States
1065,2022-09-11,Laptop,Electronics,92,113,247,12,Delivered,2022-09-12,1,5,252,David Willy,Luis Taylor Jr.,Male,45,Middle Age,Boston,United States
1066,2022-01-22,Smartphone,Electronics,96,114,67,4,Delivered,2022-01-28,6,5,72,Arnold Fazer,Lindsey Rojas,Male,35,Middle Age,Houston,United States
1067,2022-05-21,Sneakers,Footwear,35,58,273,12,Delivered,2022-05-26,5,3,276,Emily Lizz,Mr. Nicholas Hansen,Male,38,Middle Age,Miami,United States
1068,2022-11-19,Sneakers,Footwear,81,106,770,31,Delivered,2022-11-20,1,5,775,Arnold Fazer,Robert Taylor,Male,16,Young,Boston,United States
1069,2022-10-27,Jeans,Clothing,83,108,747,30,Delivered,2022-11-03,7,3,750,Emily Lizz,Paul Zhang,Male,31,Middle Age,Atlanta,United States
1070,2022-02-17,Sandles,Footwear,59,73,415,30,Delivered,2022-02-23,2,5,420,Arnold Fazer,David Harris,Male,58,Senior,San Francisco,United States
1071,2022-03-26,Jeans,Clothing,95,121,1194,46,Delivered,2022-03-31,5,2,1196,Lisa Rizi,Edward Baxter,Male,61,Senior,San Francisco,United States
1072,2022-05-17,Laptop,Electronics,90,108,716,40,Delivered,2022-05-18,1,4,720,Chris Jordan,Tammy Schwartz,Male,47,Middle Age,Houston,United States
1073,2022-01-29,Laptop,Electronics,54,89,1503,43,Delivered,2022-02-05,7,2,1505,David Willy,Lindsay Griffith,Male,54,Senior,Houston,United States
1074,2022-08-24,Sneakers,Footwear,52,85,953,29,Delivered,2022-08-29,5,4,957,Chris Jordan,John Butler,Male,27,Young,"Washington, D.C.",United States
1075,2022-05-31,Smartphone,Electronics,67,92,548,22,Delivered,2022-06-06,6,2,550,David Willy,Alexandria Jackson,Male,43,Middle Age,Atlanta,United States
1076,2022-07-07,Laptop,Electronics,62,83,1026,49,Delivered,2022-07-11,4,3,1029,Chris Jordan,Jennifer Hicks,Male,38,Middle Age,Houston,United States
1077,2022-02-06,Refrigerator,Appliances,75,104,605,21,Delivered,2022-02-09,3,4,609,Lisa Rizi,Karen Mcdonald,Male,34,Middle Age,Atlanta,United States
1078,2022-10-11,Jeans,Clothing,28,38,167,17,Delivered,2022-10-16,5,3,170,Arnold Fazer,Taylor Black,Male,49,Middle Age,Chicago,United States
1079,2022-12-16,Sneakers,Footwear,65,87,457,21,Delivered,2022-12-18,2,5,462,Lisa Rizi,Michelle Reyes,Male,48,Middle Age,Seattle,United States
1080,2022-08-23,Laptop,Electronics,89,129,1837,46,Delivered,2022-08-24,1,3,1840,Lisa Rizi,Russell Gutierrez,Male,38,Middle Age,Los Angeles,United States
1081,2022-04-18,Smartphone,Electronics,49,79,867,29,Delivered,2022-04-25,7,3,870,Arnold Fazer,Jerry Villanueva,Male,41,Middle Age,Boston,United States
1082,2022-04-03,Refrigerator,Appliances,96,108,106,9,Delivered,2022-04-10,7,2,108,Emily Lizz,Benjamin Rodriguez,Male,30,Young,Atlanta,United States
1083,2022-07-21,Washing Machine,Appliances,24,39,718,48,Delivered,2022-07-23,2,2,720,Emily Lizz,Debra Smith,Male,38,Middle Age,Boston,United States
1084,2022-04-04,Refrigerator,Appliances,87,125,73,2,Delivered,2022-04-07,3,3,76,Emily Lizz,Kimberly Bailey,Male,33,Middle Age,Atlanta,United States
1085,2022-02-20,Watch,Accessories,91,114,849,37,Delivered,2022-02-22,2,2,851,Emily Lizz,John Kennedy,Male,32,Middle Age,San Francisco,United States
1086,2022-11-29,Watch,Accessories,89,126,367,10,Delivered,2022-12-03,4,3,370,David Willy,John Williams,Male,43,Middle Age,Boston,United States
1087,2022-02-04,Washing Machine,Appliances,56,67,204,19,Delivered,2022-02-06,2,5,209,Arnold Fazer,Wendy Ritter,Male,42,Middle Age,Boston,United States
1088,2022-04-02,Washing Machine,Appliances,39,60,395,19,Delivered,2022-04-06,4,4,399,Lisa Rizi,Tommy Zhang,Male,30,Young,Miami,United States
1089,2022-05-14,TV,Electronics,26,49,596,26,Delivered,2022-05-15,1,2,598,Emily Lizz,Emma Mccall,Male,42,Middle Age,San Francisco,United States
1090,2022-11-30,Sandles,Footwear,99,126,672,25,Delivered,2022-12-01,1,3,675,David Willy,Shannon Garcia,Male,29,Young,Chicago,United States
1091,2022-12-03,TV,Electronics,24,35,260,24,Delivered,2022-12-10,7,4,264,Arnold Fazer,Sophia Hernandez,Male,29,Young,Los Angeles,United States
1092,2022-11-24,Washing Machine,Appliances,25,55,1136,38,Delivered,2022-11-27,3,4,1140,Lisa Rizi,Crystal Young,Male,56,Senior,"Washington, D.C.",United States
1093,2022-03-01,Sandles,Footwear,49,81,348,11,Delivered,2022-03-06,5,4,352,Emily Lizz,Jill Smith DDS,Male,40,Middle Age,Houston,United States
1094,2022-09-09,Sandles,Footwear,81,118,1515,41,Delivered,2022-09-15,6,2,1517,Chris Jordan,Amy Rice,Male,36,Middle Age,Houston,United States
1095,2022-10-12,Sandles,Footwear,55,78,273,12,Delivered,2022-10-19,2,3,276,Lisa Rizi,Caitlyn Frank,Male,27,Young,Miami,United States
1096,2022-07-06,Laptop,Electronics,57,90,987,30,Delivered,2022-07-07,1,3,990,David Willy,Natalie Benson,Male,54,Senior,Houston,United States
1097,2022-03-30,TV,Electronics,27,48,794,38,Delivered,2022-04-05,6,4,798,Arnold Fazer,Craig Perez,Male,39,Middle Age,San Francisco,United States
1098,2022-06-20,Sneakers,Footwear,21,42,1026,49,Delivered,2022-06-25,5,3,1029,Arnold Fazer,Kathleen Riley,Male,34,Middle Age,San Francisco,United States
1099,2022-08-18,Watch,Accessories,69,99,1048,35,Delivered,2022-08-19,1,2,1050,Chris Jordan,Judith Reed,Male,32,Middle Age,Houston,United States
1100,2022-08-02,Refrigerator,Appliances,44,68,837,35,Delivered,2022-08-06,4,3,840,Chris Jordan,Jason Sharp,Male,25,Young,"Washington, D.C.",United States
1101,2022-06-03,Jeans,Clothing,87,123,1148,32,Delivered,2022-06-06,3,4,1152,David Willy,Brandi Beltran,Male,65,Senior,Atlanta,United States
1102,2022-08-27,Watch,Accessories,70,105,1432,41,Delivered,2022-08-29,2,3,1435,Chris Jordan,James Young,Male,57,Senior,"Washington, D.C.",United States
1103,2022-11-19,Jeans,Clothing,92,130,1630,43,Delivered,2022-11-21,2,4,1634,Lisa Rizi,Stephen Montes,Male,38,Middle Age,New York,United States
1104,2022-01-23,Refrigerator,Appliances,72,86,304,22,Delivered,2022-01-30,7,4,308,Chris Jordan,Carly Scott,Male,24,Young,Los Angeles,United States
1105,2022-04-23,Laptop,Electronics,45,59,683,49,Delivered,2022-04-29,6,3,686,David Willy,Michael Collins,Male,21,Young,Boston,United States
1106,2022-05-06,Jeans,Clothing,55,77,393,18,Delivered,2022-05-10,4,3,396,David Willy,David Terry,Male,16,Young,"Washington, D.C.",United States
1107,2022-07-01,Washing Machine,Appliances,92,118,388,15,Delivered,2022-07-03,2,2,390,Arnold Fazer,Linda Mullins,Male,56,Senior,New York,United States
1108,2022-08-24,T-shirt,Clothing,49,59,188,19,Delivered,2022-08-28,1,2,190,Lisa Rizi,Randy Vargas,Male,28,Young,Houston,United States
1109,2022-04-21,Sneakers,Footwear,29,45,797,50,Delivered,2022-04-25,4,3,800,Chris Jordan,Robin Garcia,Male,28,Young,Seattle,United States
1110,2022-04-05,T-shirt,Clothing,26,40,208,15,Delivered,2022-04-10,1,2,210,Chris Jordan,Rebecca Jones,Male,43,Middle Age,Houston,United States
1111,2022-02-22,Sandles,Footwear,87,116,983,34,Delivered,2022-02-26,4,3,986,Lisa Rizi,Susan Lang,Male,22,Young,Seattle,United States
1112,2022-06-13,Washing Machine,Appliances,85,115,1346,45,Delivered,2022-06-16,3,4,1350,Emily Lizz,Breanna Rivera,Male,52,Senior,Atlanta,United States
1113,2022-04-28,Jeans,Clothing,28,52,332,14,Delivered,2022-05-03,5,4,336,Chris Jordan,Lance Beasley,Male,64,Senior,Chicago,United States
1114,2022-11-23,Laptop,Electronics,51,62,295,27,Delivered,2022-11-27,4,2,297,Arnold Fazer,Richard Curry,Male,49,Middle Age,San Francisco,United States
1115,2022-03-21,Smartphone,Electronics,73,90,100,6,Delivered,2022-03-24,3,2,102,Chris Jordan,Jorge Jenkins,Male,60,Senior,Seattle,United States
1116,2022-01-25,Refrigerator,Appliances,53,93,1236,31,Delivered,2022-01-29,4,4,1240,Lisa Rizi,Miranda Stone,Male,27,Young,"Washington, D.C.",United States
1117,2022-12-15,Watch,Accessories,87,127,915,23,Delivered,2022-12-19,4,5,920,Lisa Rizi,Ronald Cruz,Male,56,Senior,New York,United States
1118,2022-10-29,T-shirt,Clothing,78,111,259,8,Delivered,2022-11-02,1,5,264,Emily Lizz,Larry Jordan,Male,58,Senior,Houston,United States
1119,2022-07-03,TV,Electronics,43,71,1146,41,Delivered,2022-07-07,4,2,1148,Emily Lizz,Audrey Vasquez,Male,36,Middle Age,Miami,United States
1120,2022-10-29,Washing Machine,Appliances,100,136,394,11,Delivered,2022-10-31,2,2,396,Chris Jordan,Margaret Walker,Male,28,Young,Seattle,United States
1121,2022-11-03,Sneakers,Footwear,38,61,341,15,Delivered,2022-11-08,5,4,345,Chris Jordan,Tracy Johnson,Male,30,Young,Atlanta,United States
1122,2022-03-05,TV,Electronics,95,135,517,13,Delivered,2022-03-12,7,3,520,Chris Jordan,Destiny Mcclain MD,Male,45,Middle Age,Houston,United States
1123,2022-05-27,Washing Machine,Appliances,52,64,368,31,Delivered,2022-05-30,3,4,372,Chris Jordan,Shawn West,Male,24,Young,Houston,United States
1124,2022-10-24,Laptop,Electronics,66,102,502,14,Delivered,2022-10-27,3,2,504,Lisa Rizi,Wanda Hill PhD,Male,57,Senior,New York,United States
1125,2022-09-17,T-shirt,Clothing,82,111,1100,38,Delivered,2022-09-18,1,2,1102,Arnold Fazer,Stacey Walker,Male,53,Senior,Houston,United States
1126,2022-11-03,T-shirt,Clothing,42,53,140,13,Delivered,2022-11-08,1,3,143,David Willy,Andrea Santiago,Male,57,Senior,Houston,United States
1127,2022-02-20,Washing Machine,Appliances,41,78,181,5,Delivered,2022-02-26,6,4,185,Lisa Rizi,Nathaniel Brown PhD,Male,32,Middle Age,Atlanta,United States
1128,2022-12-05,TV,Electronics,60,83,179,8,Delivered,2022-12-12,7,5,184,David Willy,David Richardson,Male,40,Middle Age,San Francisco,United States
1129,2022-02-23,Sandles,Footwear,79,89,195,20,Delivered,2022-03-01,2,5,200,Emily Lizz,Lorraine Martinez,Male,60,Senior,"Washington, D.C.",United States
1130,2022-05-11,Laptop,Electronics,53,85,1182,37,Delivered,2022-05-16,5,2,1184,Arnold Fazer,Karen Harrison,Male,57,Senior,Los Angeles,United States
1131,2022-05-25,Watch,Accessories,20,46,986,38,Delivered,2022-05-28,3,2,988,David Willy,Alyssa Patterson,Male,60,Senior,Los Angeles,United States
1132,2022-04-03,Jeans,Clothing,37,53,301,19,Delivered,2022-04-09,6,3,304,Lisa Rizi,Paul Martin,Male,44,Middle Age,Houston,United States
1133,2022-04-08,Laptop,Electronics,24,34,328,33,Delivered,2022-04-15,7,2,330,David Willy,Jill Burton,Male,27,Young,Los Angeles,United States
1134,2022-01-14,Jeans,Clothing,53,71,841,47,Delivered,2022-01-18,4,5,846,Emily Lizz,Ronnie Weber,Male,17,Young,Miami,United States
1135,2022-10-20,Washing Machine,Appliances,47,73,1296,50,Delivered,2022-10-25,5,4,1300,Emily Lizz,Jonathan Cabrera,Male,58,Senior,San Francisco,United States
1136,2022-09-20,Sneakers,Footwear,59,86,239,9,Delivered,2022-09-26,6,4,243,Arnold Fazer,James Wilson,Male,23,Young,Boston,United States
1137,2022-09-09,Sneakers,Footwear,37,73,70,2,Delivered,2022-09-15,6,2,72,Emily Lizz,Ronald Byrd,Male,38,Middle Age,Boston,United States
1138,2022-07-02,Sandles,Footwear,57,90,457,14,Delivered,2022-07-03,1,5,462,Lisa Rizi,Evan Mitchell,Male,31,Middle Age,Los Angeles,United States
1139,2022-09-23,Washing Machine,Appliances,50,81,57,2,Delivered,2022-09-26,3,5,62,Emily Lizz,Andrea Larsen,Male,58,Senior,Chicago,United States
1140,2022-02-13,Laptop,Electronics,65,105,1478,37,Delivered,2022-02-17,4,2,1480,Arnold Fazer,Timothy Durham,Male,25,Young,Houston,United States
1141,2022-05-12,Sneakers,Footwear,36,54,843,47,Delivered,2022-05-15,3,3,846,Emily Lizz,Ashley Henry,Male,48,Middle Age,"Washington, D.C.",United States
1142,2022-11-08,Smartphone,Electronics,33,65,1054,33,Delivered,2022-11-15,7,2,1056,Chris Jordan,Dr. James Gordon,Male,29,Young,Houston,United States
1143,2022-03-10,Sandles,Footwear,73,101,250,9,Delivered,2022-03-17,2,2,252,Emily Lizz,Larry Silva,Male,27,Young,Miami,United States
1144,2022-02-10,T-shirt,Clothing,80,98,718,40,Delivered,2022-02-12,1,2,720,Emily Lizz,Shannon Day,Male,32,Middle Age,Houston,United States
1145,2022-01-05,Smartphone,Electronics,47,76,605,21,Delivered,2022-01-08,3,4,609,Lisa Rizi,Vincent Anderson,Male,45,Middle Age,"Washington, D.C.",United States
1146,2022-11-05,Sandles,Footwear,82,94,513,43,Delivered,2022-11-06,1,3,516,Emily Lizz,Kimberly Henderson,Male,45,Middle Age,Seattle,United States
1147,2022-08-25,Washing Machine,Appliances,24,61,736,20,Delivered,2022-09-01,7,4,740,Emily Lizz,Michelle Williams,Male,40,Middle Age,San Francisco,United States
1148,2022-12-15,Jeans,Clothing,33,49,333,21,Delivered,2022-12-19,4,3,336,Chris Jordan,William Colon,Male,61,Senior,Chicago,United States
1149,2022-05-28,TV,Electronics,83,97,487,35,Delivered,2022-06-04,7,3,490,David Willy,Joseph Roberts,Male,49,Middle Age,Miami,United States
1150,2022-02-16,Washing Machine,Appliances,85,116,213,7,Delivered,2022-02-23,7,4,217,Lisa Rizi,Keith Reynolds,Male,62,Senior,San Francisco,United States
1151,2022-04-26,Jeans,Clothing,77,94,320,19,Delivered,2022-05-02,6,3,323,Arnold Fazer,James Aguirre,Male,58,Senior,Boston,United States
1152,2022-03-05,Sneakers,Footwear,64,77,556,43,Delivered,2022-03-12,7,3,559,Chris Jordan,Brian Gomez,Male,27,Young,"Washington, D.C.",United States
1153,2022-07-13,Watch,Accessories,55,75,856,43,Delivered,2022-07-16,3,4,860,Lisa Rizi,William Walker,Male,36,Middle Age,"Washington, D.C.",United States
1154,2022-12-12,T-shirt,Clothing,52,85,1547,47,Delivered,2022-12-17,1,4,1551,Arnold Fazer,Ronald Bass,Male,56,Senior,Houston,United States
1155,2022-06-06,Watch,Accessories,85,98,607,47,Delivered,2022-06-11,5,4,611,Lisa Rizi,Jason Griffin,Male,20,Young,Miami,United States
1156,2022-09-01,T-shirt,Clothing,53,80,535,20,Delivered,2022-09-02,1,5,540,David Willy,Cheyenne Hunt,Male,44,Middle Age,Houston,United States
1157,2022-03-18,T-shirt,Clothing,37,72,1116,32,Delivered,2022-03-24,1,4,1120,Lisa Rizi,Matthew Odonnell,Male,19,Young,Houston,United States
1158,2022-01-02,T-shirt,Clothing,45,68,365,16,Delivered,2022-01-06,1,3,368,Arnold Fazer,Mercedes Wells,Male,42,Middle Age,Houston,United States
1159,2022-08-14,Jeans,Clothing,85,101,317,20,Delivered,2022-08-15,1,3,320,Arnold Fazer,Anthony Brown,Male,51,Senior,Los Angeles,United States
1160,2022-12-07,Sneakers,Footwear,88,119,988,32,Delivered,2022-12-11,4,4,992,Lisa Rizi,Michelle Taylor,Male,54,Senior,Los Angeles,United States
1161,2022-07-11,Sandles,Footwear,55,82,859,32,Delivered,2022-07-13,2,5,864,Chris Jordan,Mark Spencer,Male,37,Middle Age,Atlanta,United States
1162,2022-01-20,Refrigerator,Appliances,57,87,236,8,Delivered,2022-01-21,1,4,240,Arnold Fazer,Anita Bennett,Male,64,Senior,Houston,United States
1163,2022-02-21,Refrigerator,Appliances,83,101,499,28,Delivered,2022-02-23,2,5,504,Emily Lizz,Adam Gonzalez IV,Male,63,Senior,Boston,United States
1164,2022-12-26,TV,Electronics,100,135,697,20,Delivered,2022-12-28,2,3,700,David Willy,Brandon Bryant,Male,27,Young,Boston,United States
1165,2022-10-07,Smartphone,Electronics,74,106,1563,49,Delivered,2022-10-08,1,5,1568,Chris Jordan,Samantha Higgins,Male,29,Young,"Washington, D.C.",United States
1166,2022-10-20,T-shirt,Clothing,55,86,60,2,Delivered,2022-10-26,1,2,62,Lisa Rizi,Mrs. Sheryl Patton,Male,59,Senior,Houston,United States
1167,2022-10-20,Jeans,Clothing,42,76,440,13,Delivered,2022-10-26,6,2,442,Lisa Rizi,Emily Butler,Male,33,Middle Age,San Francisco,United States
1168,2022-10-15,Sneakers,Footwear,70,87,134,8,Delivered,2022-10-18,3,2,136,Emily Lizz,Hannah Nelson,Male,64,Senior,Boston,United States
1169,2022-06-18,Washing Machine,Appliances,86,113,265,10,Delivered,2022-06-20,2,5,270,Lisa Rizi,Susan Anderson,Male,59,Senior,Miami,United States
1170,2022-11-13,Smartphone,Electronics,22,45,985,43,Delivered,2022-11-16,3,4,989,Arnold Fazer,Eric Cole,Male,23,Young,"Washington, D.C.",United States
